学号,性别,所属学院,高等数学,大学英语,Python程序设计,体育测试
STU20240484,女,商学院,82.7,97.1,86.7,73.2
STU20240485,男,计算机学院,70.5,84.3,75.1,77.7
STU20240486,男,文法学院,66.3,65.3,72.4,77.8
STU20240487,男,商学院,71.4,83.6,81.5,83.8
STU20240488,男,机电学院,91.3,91.9,99.7,89.8
STU20240489,女,理学院,81.6,99.1,93.2,79.0
STU20240490,男,理学院,56.6,87.1,66.5,82.3
STU20240491,男,机电学院,67.7,78.1,67.8,86.6
STU20240492,男,商学院,86.8,48.5,90.9,75.9
STU20240493,男,机电学院,78.3,68.4,83.3,69.4
STU20240494,男,商学院,97.6,79.9,100.0,74.0
STU20240495,男,商学院,76.2,82.7,82.8,69.4
STU20240496,男,机电学院,66.0,58.2,73.6,76.0
STU20240497,男,商学院,71.7,65.8,73.9,74.7
STU20240498,男,文法学院,73.5,70.1,81.0,80.0
STU20240499,男,理学院,89.0,61.8,89.2,86.0
STU20240500,男,机电学院,60.6,70.5,74.6,84.9
STU20240501,女,机电学院,62.7,72.3,66.1,77.2
STU20240502,女,计算机学院,62.9,59.0,69.6,75.7
STU20240503,男,文法学院,71.4,81.7,78.1,71.1
STU20240504,男,商学院,85.8,97.3,83.0,79.3
STU20240505,女,机电学院,86.0,69.4,95.0,82.3
STU20240506,男,文法学院,82.6,45.0,94.6,77.1
STU20240507,女,机电学院,62.0,79.6,71.7,64.2
STU20240508,男,计算机学院,96.0,57.2,93.8,74.0
STU20240509,男,文法学院,58.4,60.4,60.0,72.0
STU20240510,男,文法学院,83.2,82.0,73.7,82.9
STU20240511,女,计算机学院,74.2,39.5,69.2,87.1
STU20240512,女,商学院,71.6,81.0,80.3,55.7
STU20240513,女,商学院,66.5,91.1,75.5,71.9
STU20240514,女,文法学院,69.7,82.3,77.7,72.8
STU20240515,女,文法学院,71.9,72.0,77.5,78.0
STU20240516,男,文法学院,79.8,71.6,82.1,80.0
STU20240517,男,文法学院,93.0,82.7,92.3,77.8
STU20240518,女,机电学院,61.8,73.5,74.6,66.0
STU20240519,男,文法学院,38.4,75.4,51.2,66.7
STU20240520,男,文法学院,73.5,63.7,84.3,70.4
STU20240521,男,计算机学院,40.8,66.1,48.7,92.9
STU20240522,男,商学院,70.5,67.8,83.4,79.4
STU20240523,女,文法学院,81.3,70.9,83.5,83.8
STU20240524,女,机电学院,66.9,96.6,74.9,71.2
STU20240525,男,理学院,87.6,87.0,79.4,84.8
STU20240526,男,计算机学院,97.6,86.9,96.9,73.3
STU20240527,男,理学院,63.9,60.4,72.0,84.6
STU20240528,男,计算机学院,89.6,78.4,94.0,79.9
STU20240529,女,文法学院,52.4,67.3,75.0,68.0
STU20240530,男,机电学院,41.5,77.0,67.9,83.1
STU20240531,女,计算机学院,78.7,95.8,88.4,80.1
STU20240532,女,计算机学院,52.0,81.9,59.1,71.7
STU20240533,女,文法学院,72.8,71.4,77.5,53.9
STU20240534,男,机电学院,82.9,60.1,89.6,76.8
STU20240535,男,理学院,51.8,75.6,67.3,81.6
STU20240536,女,理学院,68.5,83.9,73.9,83.7
STU20240537,男,机电学院,74.3,71.4,83.1,75.4
STU20240538,男,商学院,76.2,72.3,83.2,79.8
STU20240539,女,计算机学院,35.0,88.8,45.9,80.7
STU20240540,女,商学院,58.7,69.7,64.3,75.3
STU20240541,男,商学院,82.3,68.2,84.8,69.5
STU20240542,女,商学院,90.5,72.4,91.5,70.1
STU20240543,男,机电学院,42.0,78.1,53.6,79.3
STU20240544,男,商学院,74.0,78.9,79.6,79.3
STU20240545,男,计算机学院,54.4,75.8,62.4,88.6
STU20240546,男,文法学院,53.1,85.0,63.3,61.7
STU20240547,女,商学院,51.1,79.3,58.4,76.3
STU20240548,女,理学院,57.7,72.7,64.0,68.2
STU20240549,男,商学院,68.8,80.0,75.1,97.5
STU20240550,女,理学院,81.4,54.7,81.4,79.0
STU20240551,男,文法学院,52.0,69.1,60.4,67.6
STU20240552,女,机电学院,87.4,84.0,91.6,75.4
STU20240553,女,文法学院,64.6,92.9,75.5,77.0
STU20240554,女,机电学院,57.7,81.1,72.3,67.3
STU20240555,男,理学院,63.9,65.6,72.9,73.2
STU20240556,女,文法学院,95.4,100.0,100.0,65.0
STU20240557,女,机电学院,47.3,70.0,52.2,60.9
STU20240558,男,计算机学院,58.1,88.5,66.9,81.8
STU20240559,男,文法学院,53.7,68.8,64.5,81.6
STU20240560,男,计算机学院,58.7,74.9,69.3,71.7
STU20240561,男,商学院,75.2,98.4,85.7,86.1
STU20240562,男,理学院,71.5,88.2,74.9,81.6
STU20240563,男,文法学院,62.6,60.1,63.3,83.7
STU20240564,女,机电学院,68.9,93.2,77.4,60.1
STU20240565,女,商学院,51.5,100.0,56.3,72.0
STU20240566,女,机电学院,65.4,89.1,66.3,71.7
STU20240567,女,机电学院,68.9,69.7,75.8,64.5
STU20240568,女,计算机学院,70.6,75.0,75.8,69.1
STU20240569,男,理学院,94.3,68.7,95.1,79.6
STU20240570,女,计算机学院,94.3,67.3,93.3,81.1
STU20240571,女,计算机学院,85.8,44.3,92.2,90.9
STU20240572,男,文法学院,65.1,69.2,73.9,78.9
STU20240573,女,机电学院,67.9,76.3,73.5,78.9
STU20240574,男,文法学院,73.0,58.3,73.8,67.2
STU20240575,女,理学院,56.8,77.1,65.9,79.2
STU20240576,男,计算机学院,76.5,76.8,79.0,90.8
STU20240577,女,计算机学院,87.2,85.0,88.0,76.5
STU20240578,男,计算机学院,63.4,85.4,69.6,90.5
STU20240579,女,文法学院,61.9,82.9,71.5,70.4
STU20240580,女,理学院,71.5,80.4,76.5,61.4
STU20240581,男,机电学院,52.1,80.3,64.8,76.5
STU20240582,女,机电学院,55.9,79.6,62.4,64.9
STU20240583,女,商学院,47.7,80.0,55.2,73.6
STU20240584,男,商学院,92.9,79.1,100.0,75.3
STU20240585,男,机电学院,82.8,62.5,78.1,90.8
STU20240586,女,机电学院,89.4,76.0,90.2,66.6
STU20240587,女,文法学院,79.1,62.1,82.4,65.0
STU20240588,男,计算机学院,70.0,61.4,77.7,83.1
STU20240589,女,机电学院,55.4,67.1,61.8,81.4
STU20240590,女,理学院,61.7,73.4,67.6,75.1
STU20240591,女,理学院,100.0,42.8,100.0,79.3
STU20240592,女,理学院,68.0,63.6,78.7,83.4
STU20240593,男,商学院,52.8,80.2,57.9,64.9
STU20240594,女,理学院,55.5,100.0,61.2,64.6
STU20240595,男,理学院,65.9,63.6,75.2,83.7
STU20240596,女,商学院,67.4,85.6,70.7,85.5
STU20240597,女,计算机学院,66.3,76.4,67.4,60.6
STU20240598,女,理学院,88.4,75.5,92.9,77.5
STU20240599,女,理学院,72.6,96.8,82.3,73.1
STU20240600,女,商学院,70.9,60.0,78.3,70.9
STU20240601,男,文法学院,59.8,71.7,68.6,85.6
STU20240602,男,商学院,86.1,70.9,77.2,70.8
STU20240603,男,文法学院,78.3,76.1,78.6,80.8
STU20240604,男,文法学院,59.0,80.2,66.7,77.8
STU20240605,男,商学院,81.9,60.4,78.0,92.1
STU20240606,男,计算机学院,68.2,85.1,69.5,69.8
STU20240607,女,文法学院,62.8,72.2,62.2,75.0
STU20240608,男,商学院,54.6,73.9,63.3,82.3
STU20240609,女,计算机学院,79.7,86.6,83.1,66.2
STU20240610,女,计算机学院,44.2,70.9,51.0,76.9
STU20240611,女,商学院,81.1,90.0,92.5,67.3
STU20240612,男,文法学院,97.0,77.5,100.0,91.4
STU20240613,女,商学院,64.3,78.2,69.1,72.6
STU20240614,女,机电学院,95.9,70.1,100.0,61.6
STU20240615,女,文法学院,45.9,67.1,52.3,82.7
STU20240616,女,理学院,66.0,77.8,72.4,82.3
STU20240617,女,商学院,58.0,82.2,56.1,68.9
STU20240618,男,文法学院,78.8,91.6,87.4,79.8
STU20240619,男,商学院,74.2,68.6,75.7,84.2
STU20240620,男,商学院,48.9,78.9,53.9,83.0
STU20240621,女,计算机学院,71.3,79.4,77.2,79.0
STU20240622,女,商学院,57.8,78.5,64.9,84.8
STU20240623,女,理学院,76.5,100.0,81.0,79.0
STU20240624,女,机电学院,72.1,87.3,81.5,59.1
STU20240625,男,商学院,73.1,80.3,82.5,72.9
STU20240626,女,理学院,55.0,80.0,69.0,84.5
STU20240627,女,理学院,56.9,73.9,64.2,65.5
STU20240628,男,商学院,53.0,67.3,64.3,84.0
STU20240629,男,理学院,71.7,75.4,80.7,92.1
STU20240630,男,文法学院,84.7,70.1,84.2,85.7
STU20240631,男,计算机学院,84.6,74.4,84.7,69.7
STU20240632,男,机电学院,22.1,92.8,37.1,76.2
STU20240633,男,计算机学院,76.3,60.9,87.1,83.1
STU20240634,男,商学院,77.6,46.3,85.8,80.2
STU20240635,女,计算机学院,85.1,76.3,90.1,74.0
STU20240636,女,计算机学院,68.1,83.2,72.9,75.2
STU20240637,女,理学院,72.7,47.3,65.4,72.7
STU20240638,女,商学院,66.4,91.2,75.0,86.2
STU20240639,女,计算机学院,58.1,100.0,63.9,69.3
STU20240640,女,计算机学院,74.4,80.8,74.1,78.5
STU20240641,女,计算机学院,71.5,73.0,68.1,58.9
STU20240642,男,商学院,46.6,83.2,61.2,87.5
STU20240643,男,机电学院,80.6,85.7,80.4,82.2
STU20240644,女,商学院,78.6,80.9,81.1,71.9
STU20240645,男,文法学院,81.1,81.6,75.8,74.4
STU20240646,男,商学院,80.1,80.2,89.4,79.8
STU20240647,男,商学院,80.7,76.6,87.1,81.3
STU20240648,男,理学院,58.7,82.2,64.6,84.6
STU20240649,男,计算机学院,59.7,77.9,73.7,92.9
STU20240650,男,计算机学院,87.6,70.1,95.0,80.5
STU20240651,女,计算机学院,70.2,65.7,74.3,67.2
STU20240652,男,机电学院,74.9,76.8,83.8,80.8
STU20240653,女,文法学院,91.8,88.6,88.6,78.3
STU20240654,女,机电学院,68.8,62.6,72.8,73.1
STU20240655,男,商学院,77.3,60.8,87.5,85.9
STU20240656,男,文法学院,63.2,56.3,68.4,77.8
STU20240657,男,商学院,76.4,72.1,86.0,84.6
STU20240658,女,理学院,55.4,72.1,58.6,75.1
STU20240659,男,商学院,66.9,68.4,69.1,73.6
STU20240660,男,商学院,65.6,92.8,76.4,89.4
STU20240661,男,计算机学院,51.4,79.8,68.9,82.5
STU20240662,男,计算机学院,67.9,83.9,80.4,74.7
STU20240663,男,商学院,83.1,79.7,88.5,74.4
STU20240664,男,理学院,83.4,88.8,87.6,90.0
STU20240665,男,文法学院,99.1,92.9,100.0,79.0
STU20240666,男,商学院,84.9,76.4,89.6,81.7
STU20240667,女,计算机学院,25.3,80.4,32.0,80.5
STU20240668,男,商学院,88.3,71.0,81.0,83.9
STU20240669,女,理学院,90.0,71.3,96.1,71.6
STU20240670,女,商学院,100.0,93.4,100.0,68.5
STU20240671,女,理学院,58.6,82.3,67.6,71.1
STU20240672,男,理学院,84.0,69.3,82.2,80.4
STU20240673,男,文法学院,76.5,52.5,74.0,75.8
STU20240674,男,机电学院,66.9,62.7,79.0,75.5
STU20240675,女,计算机学院,65.3,72.0,74.2,76.6
STU20240676,女,商学院,63.7,73.8,64.7,64.0
STU20240677,女,商学院,68.9,79.8,75.4,75.3
STU20240678,男,文法学院,62.3,73.6,72.6,71.0
STU20240679,男,理学院,47.4,81.5,60.0,76.6
STU20240680,男,机电学院,83.2,91.3,97.6,86.0
STU20240681,男,文法学院,56.4,93.5,62.4,98.2
STU20240682,女,机电学院,90.4,63.9,93.5,80.5
STU20240683,女,商学院,95.9,73.3,83.9,70.0
STU20240684,男,商学院,29.0,63.4,49.3,74.3
STU20240685,男,机电学院,82.1,56.0,87.8,73.5
STU20240686,男,机电学院,47.3,56.3,63.9,83.3
STU20240687,男,计算机学院,89.1,77.4,99.8,77.1
STU20240688,女,文法学院,78.3,61.1,88.0,79.6
STU20240689,女,商学院,66.1,84.2,77.5,76.3
STU20240690,男,计算机学院,62.9,73.7,67.8,76.6
STU20240691,男,机电学院,57.7,75.4,60.0,100.0
STU20240692,男,计算机学院,97.7,89.7,94.2,79.7
STU20240693,女,理学院,61.8,77.3,68.6,66.3
STU20240694,男,商学院,36.2,85.4,41.0,83.3
STU20240695,男,计算机学院,72.6,83.9,73.5,85.5
STU20240696,女,机电学院,87.8,94.9,88.1,64.0
STU20240697,女,机电学院,85.4,86.4,96.6,72.7
STU20240698,女,计算机学院,58.0,71.2,64.1,78.6
STU20240699,女,理学院,100.0,86.7,100.0,64.3
STU20240700,女,计算机学院,60.7,62.0,61.2,76.9
STU20240701,男,商学院,71.1,91.1,75.0,73.3
STU20240702,女,商学院,79.9,79.9,83.7,65.1
STU20240703,男,商学院,82.6,72.2,93.2,81.1
STU20240704,男,商学院,52.6,66.8,61.3,76.3
STU20240705,女,计算机学院,63.7,84.0,75.4,68.4
STU20240706,男,商学院,70.8,75.7,70.5,89.4
STU20240707,男,计算机学院,55.2,74.2,66.1,89.2
STU20240708,女,机电学院,43.7,88.2,60.1,78.0
STU20240709,男,理学院,70.6,78.6,80.6,76.7
STU20240710,女,文法学院,66.0,68.1,81.9,66.0
STU20240711,女,文法学院,84.0,90.4,87.1,62.9
STU20240712,女,文法学院,75.4,76.0,87.3,77.1
STU20240713,女,机电学院,71.4,66.2,76.5,68.3
STU20240714,女,商学院,71.2,87.3,78.1,59.5
STU20240715,女,计算机学院,57.6,60.5,67.8,80.2
STU20240716,男,理学院,74.1,44.7,75.1,74.4
STU20240717,女,计算机学院,66.4,76.6,82.3,89.4
STU20240718,男,理学院,46.8,59.9,65.4,69.3
STU20240719,女,计算机学院,79.7,83.5,84.8,75.4
STU20240720,男,理学院,68.5,67.6,72.3,81.2
STU20240721,男,机电学院,79.0,59.9,76.8,70.0
STU20240722,女,计算机学院,59.8,63.5,66.3,78.8
STU20240723,男,文法学院,77.0,83.6,80.1,76.6
STU20240724,女,理学院,80.4,55.6,84.0,82.8
STU20240725,男,机电学院,64.7,87.7,68.0,80.0
STU20240726,女,机电学院,59.5,79.9,61.5,77.6
STU20240727,男,机电学院,51.7,71.6,62.4,88.5
STU20240728,男,商学院,78.3,65.0,83.7,80.0
STU20240729,男,机电学院,100.0,79.5,100.0,91.7
STU20240730,男,商学院,60.3,78.0,84.8,77.1
STU20240731,女,商学院,88.1,75.7,90.4,70.6
STU20240732,男,文法学院,48.7,64.5,58.3,90.8
STU20240733,男,计算机学院,51.2,72.1,55.0,63.8
STU20240734,男,理学院,69.2,91.9,62.4,82.6
STU20240735,男,商学院,73.4,75.6,81.1,74.6
STU20240736,男,文法学院,63.8,78.5,76.9,74.3
STU20240737,女,商学院,77.6,84.3,82.1,72.8
STU20240738,女,文法学院,74.0,73.7,84.3,63.5
STU20240739,女,商学院,74.5,100.0,81.2,82.8
STU20240740,女,商学院,76.0,85.4,72.9,74.4
STU20240741,男,商学院,57.8,79.6,58.5,75.4
STU20240742,男,机电学院,52.8,74.7,59.0,69.3
STU20240743,女,商学院,62.7,66.7,67.0,60.2
STU20240744,男,机电学院,83.5,85.8,78.8,80.5
STU20240745,女,商学院,76.9,57.6,86.1,68.9
STU20240746,男,机电学院,88.6,66.7,99.2,78.1
STU20240747,女,计算机学院,66.9,79.7,77.3,64.3
STU20240748,男,文法学院,62.0,77.8,60.7,72.9
STU20240749,女,理学院,80.2,60.9,89.1,93.4
STU20240750,女,机电学院,83.7,56.2,95.3,69.5
STU20240751,男,理学院,74.1,63.4,70.6,84.7
STU20240752,女,机电学院,73.1,62.2,76.9,64.3
STU20240753,女,计算机学院,55.7,69.2,62.1,59.0
STU20240754,女,理学院,51.6,65.4,69.9,88.0
STU20240755,女,计算机学院,100.0,65.5,97.9,65.4
STU20240756,女,商学院,46.6,95.3,53.8,75.2
STU20240757,女,理学院,85.6,72.7,86.7,73.1
STU20240758,男,理学院,59.2,79.9,64.1,85.7
STU20240759,女,计算机学院,75.6,78.2,85.5,75.8
STU20240760,男,计算机学院,52.9,77.8,57.7,100.0
STU20240761,男,机电学院,87.0,69.8,89.6,82.6
STU20240762,女,计算机学院,77.8,66.0,82.1,80.7
STU20240763,男,机电学院,60.6,80.9,67.3,66.5
STU20240764,女,理学院,66.9,73.0,74.4,64.4
STU20240765,男,计算机学院,30.0,56.8,57.1,67.0
STU20240766,男,商学院,62.5,63.2,68.6,81.4
STU20240767,男,商学院,66.7,67.3,68.9,77.1
STU20240768,女,理学院,49.8,78.6,60.9,61.5
STU20240769,男,计算机学院,73.5,47.1,78.0,92.1
STU20240770,男,商学院,68.4,81.8,71.6,84.9
STU20240771,男,文法学院,53.9,69.4,53.8,67.5
STU20240772,女,机电学院,86.1,74.6,86.5,60.7
STU20240773,女,计算机学院,60.0,49.0,67.3,71.4
STU20240774,男,机电学院,68.8,83.7,79.7,79.4
STU20240775,女,计算机学院,68.2,65.0,75.6,72.7
STU20240776,男,机电学院,70.1,85.6,82.0,83.7
STU20240777,男,商学院,73.7,92.5,80.4,79.2
STU20240778,男,商学院,91.5,84.9,89.7,73.2
STU20240779,女,商学院,59.0,68.5,78.5,80.4
STU20240780,女,理学院,100.0,70.7,100.0,76.0
STU20240781,女,文法学院,89.7,63.0,86.3,63.4
STU20240782,男,机电学院,92.2,59.0,98.3,77.7
STU20240783,男,理学院,56.6,82.9,65.8,74.0
STU20240784,男,机电学院,50.6,69.3,60.1,83.6
STU20240785,女,理学院,83.4,71.9,87.5,72.0
STU20240786,女,机电学院,38.2,79.6,40.0,65.5
STU20240787,女,理学院,76.6,79.6,77.1,64.9
STU20240788,男,计算机学院,45.4,67.2,50.7,67.5
STU20240789,男,商学院,95.2,37.8,99.4,91.8
STU20240790,男,文法学院,69.0,83.3,65.0,76.7
STU20240791,女,机电学院,34.5,93.4,49.6,74.1
STU20240792,女,文法学院,85.3,81.6,94.9,79.0
STU20240793,女,文法学院,60.8,71.1,69.3,69.4
STU20240794,男,机电学院,28.8,82.2,35.4,90.3
STU20240795,男,机电学院,51.7,91.0,68.5,82.4
STU20240796,男,理学院,68.4,71.4,79.4,68.3
STU20240797,男,文法学院,100.0,71.6,91.4,73.3
STU20240798,男,理学院,75.9,78.7,76.0,82.1
STU20240799,男,机电学院,86.6,94.2,88.6,66.4
STU20240800,女,文法学院,100.0,53.0,100.0,68.3
STU20240801,男,商学院,100.0,72.2,92.4,78.2
STU20240802,女,文法学院,66.6,68.1,71.7,88.0
STU20240803,男,文法学院,74.9,80.5,74.7,84.0
STU20240804,男,文法学院,66.1,68.9,74.5,92.4
STU20240805,女,商学院,69.7,68.1,76.1,61.9
STU20240806,男,理学院,80.2,79.7,86.2,85.1
STU20240807,男,机电学院,93.5,91.6,95.3,92.2
STU20240808,男,机电学院,76.9,81.1,74.4,83.7
STU20240809,男,商学院,64.3,78.4,73.1,96.4
STU20240810,女,理学院,71.4,86.7,83.1,74.0
STU20240811,女,文法学院,84.8,73.3,91.8,67.9
STU20240812,男,理学院,55.8,78.3,61.3,84.0
STU20240813,女,理学院,68.6,84.2,77.5,65.2
STU20240814,女,机电学院,50.7,76.5,58.5,69.1
STU20240815,男,商学院,50.1,83.8,58.7,86.7
STU20240816,男,计算机学院,94.4,78.6,96.3,91.9
STU20240817,女,文法学院,72.7,63.5,76.2,60.6
STU20240818,女,文法学院,64.7,96.1,75.5,63.7
STU20240819,女,计算机学院,76.5,70.8,78.9,66.4
STU20240820,女,商学院,61.1,68.3,75.2,85.3
STU20240821,男,理学院,78.9,83.9,89.0,91.6
STU20240822,男,计算机学院,54.0,93.6,78.1,77.3
STU20240823,女,商学院,79.1,73.7,79.0,67.1
STU20240824,女,文法学院,95.2,94.0,91.6,86.9
STU20240825,男,计算机学院,63.7,94.8,68.3,77.2
STU20240826,女,计算机学院,65.8,100.0,68.3,58.7
STU20240827,女,机电学院,85.4,93.4,95.5,65.0
STU20240828,女,文法学院,75.7,77.0,84.7,71.9
STU20240829,男,商学院,75.9,85.0,79.0,75.0
STU20240830,女,理学院,66.4,70.3,77.2,77.4
STU20240831,女,机电学院,77.3,57.5,79.7,68.7
STU20240832,女,计算机学院,71.3,82.1,84.2,72.5
STU20240833,男,文法学院,87.0,66.0,86.0,79.4
STU20240834,男,理学院,87.2,70.6,82.7,79.5
STU20240835,男,理学院,41.8,84.3,48.4,75.8
STU20240836,女,机电学院,64.6,82.3,68.3,59.9
STU20240837,女,文法学院,76.3,89.2,84.3,78.8
STU20240838,男,商学院,54.5,86.9,72.4,75.6
STU20240839,男,商学院,83.5,91.8,86.0,69.6
STU20240840,女,计算机学院,60.5,90.1,74.9,72.9
STU20240841,女,计算机学院,55.2,76.8,63.6,69.6
STU20240842,女,商学院,59.3,75.1,70.7,70.8
STU20240843,女,商学院,65.4,48.7,74.3,67.5
STU20240844,男,文法学院,90.3,74.2,83.8,83.3
STU20240845,女,文法学院,35.2,60.9,46.0,63.8
STU20240846,女,文法学院,68.4,74.6,79.8,81.9
STU20240847,男,商学院,88.8,52.5,95.4,80.6
STU20240848,女,文法学院,72.3,65.6,70.4,66.2
STU20240849,女,商学院,57.3,59.1,70.8,69.0
STU20240850,男,商学院,51.3,60.7,54.4,79.4
STU20240851,男,商学院,80.8,65.6,83.7,73.6
STU20240852,女,机电学院,51.4,87.1,70.5,80.3
STU20240853,女,理学院,63.0,100.0,73.9,67.2
STU20240854,女,计算机学院,50.5,66.4,56.3,63.2
STU20240855,男,计算机学院,77.9,62.8,67.5,82.0
STU20240856,男,文法学院,68.1,77.9,67.7,79.0
STU20240857,男,机电学院,57.4,69.8,66.7,70.2
STU20240858,女,理学院,77.4,68.8,72.2,68.3
STU20240859,男,计算机学院,74.7,88.6,72.3,89.2
STU20240860,男,理学院,79.0,68.7,84.7,82.2
STU20240861,男,商学院,91.1,84.5,86.1,90.5
STU20240862,男,计算机学院,52.4,80.9,67.9,82.1
STU20240863,女,计算机学院,71.4,78.3,70.4,65.0
STU20240864,女,机电学院,61.7,64.1,61.7,59.8
STU20240865,男,机电学院,69.7,69.2,82.3,79.9
STU20240866,男,理学院,61.8,83.0,65.5,75.0
STU20240867,男,文法学院,90.3,70.5,92.0,72.1
STU20240868,男,理学院,56.5,70.5,60.1,70.2
STU20240869,女,计算机学院,51.5,78.3,61.9,76.2
STU20240870,男,文法学院,60.6,77.4,67.4,76.0
STU20240871,男,理学院,60.0,89.9,67.2,64.9
STU20240872,女,商学院,41.1,69.0,62.3,62.7
STU20240873,女,计算机学院,72.5,44.5,72.3,75.8
STU20240874,男,文法学院,71.2,82.8,78.1,75.9
STU20240875,女,机电学院,54.1,64.3,63.6,73.8
STU20240876,男,理学院,74.4,78.7,81.2,80.7
STU20240877,女,文法学院,99.7,78.5,99.4,76.6
STU20240878,男,文法学院,56.9,71.8,75.7,74.6
STU20240879,女,商学院,82.4,86.9,87.3,81.9
STU20240880,男,文法学院,87.1,80.4,84.8,76.5
STU20240881,女,机电学院,51.6,84.4,70.8,81.4
STU20240882,男,商学院,32.3,69.2,45.6,87.8
STU20240883,女,商学院,74.2,52.4,83.3,64.6
STU20240884,女,计算机学院,69.6,80.7,72.2,63.6
STU20240885,男,商学院,62.6,89.8,73.1,89.7
STU20240886,男,文法学院,88.5,86.0,97.4,84.1
STU20240887,女,文法学院,62.5,74.1,67.4,84.9
STU20240888,男,商学院,72.2,58.5,75.7,87.5
STU20240889,女,文法学院,69.3,66.6,74.1,77.1
STU20240890,男,文法学院,79.9,78.5,81.9,91.3
STU20240891,男,文法学院,61.8,63.2,69.6,71.3
STU20240892,女,商学院,77.5,77.9,76.2,90.2
STU20240893,男,计算机学院,61.0,76.9,66.2,74.3
STU20240894,女,计算机学院,71.4,60.2,81.5,71.7
STU20240895,男,计算机学院,59.5,80.5,67.1,82.5
STU20240896,女,机电学院,77.8,64.3,84.6,81.5
STU20240897,男,计算机学院,73.9,93.3,82.6,86.6
STU20240898,男,计算机学院,71.8,83.4,82.4,64.1
STU20240899,男,计算机学院,78.5,91.7,80.8,91.5
STU20240900,女,理学院,87.0,64.8,84.4,72.6
STU20240901,男,理学院,61.8,100.0,76.0,69.9
STU20240902,男,文法学院,52.8,85.5,56.1,82.2
STU20240903,男,机电学院,100.0,87.5,100.0,75.8
STU20240904,女,理学院,67.0,66.5,85.3,91.2
STU20240905,男,理学院,77.3,72.4,76.9,80.3
STU20240906,女,文法学院,56.7,60.6,61.3,63.8
STU20240907,男,计算机学院,71.9,79.8,82.3,87.1
STU20240908,男,文法学院,74.6,79.0,66.8,82.2
STU20240909,女,文法学院,66.3,72.4,83.1,58.8
STU20240910,男,文法学院,70.4,88.6,69.2,85.1
STU20240911,男,商学院,73.5,76.8,80.4,81.6
STU20240912,男,计算机学院,97.4,69.8,100.0,66.6
STU20240913,男,商学院,72.6,59.8,81.1,93.8
STU20240914,男,文法学院,96.8,77.5,99.1,89.6
STU20240915,女,理学院,39.4,66.0,44.6,74.0
STU20240916,男,商学院,70.6,78.1,84.0,91.6
STU20240917,女,计算机学院,78.7,69.4,86.1,77.9
STU20240918,女,商学院,69.7,62.1,80.7,61.9
STU20240919,女,理学院,72.7,75.2,73.1,73.6
STU20240920,女,计算机学院,84.3,59.1,86.4,69.5
STU20240921,男,计算机学院,74.9,84.4,74.2,87.2
STU20240922,男,理学院,70.9,53.5,73.2,77.6
STU20240923,女,计算机学院,60.1,100.0,53.6,66.7
STU20240924,女,机电学院,68.3,79.5,72.2,69.9
STU20240925,男,理学院,60.0,83.4,68.8,86.7
STU20240926,男,机电学院,68.3,100.0,70.8,77.4
STU20240927,男,商学院,73.6,78.9,77.5,86.8
